医療機関CD,医療機関名,年度,施設区分,日付,方法,連携機関対応者部署,連携機関対応者役職,連携機関対応者氏名,連携機関対応人数・氏名,当院対応者所属,当院対応者氏名,当院対応人数・氏名,内容,備考,データ作成部署
0700483,青木内科,2023,0,2023-12-01,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710102,大山眼科,2023,0,2023-12-01,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710185,タカヤクリニック,2023,0,2023-12-01,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2900149,山成医院,2023,0,2023-12-01,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2910015,河合医院,2023,0,2023-12-01,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501063,木野山医院,2023,0,2023-12-04,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501097,谷口クリニック,2023,0,2023-12-04,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501113,安倍医院,2023,0,2023-12-04,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510270,平山内科整形外科クリニック,2023,0,2023-12-04,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510338,小田内科医院,2023,0,2023-12-04,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510346,さくらい内科小児科医院金浦診療所,2023,0,2023-12-04,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710045,きのこ診療所,2023,0,2023-12-04,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710100,礒川内科医院,2023,0,2023-12-04,訪問,,院長,,看護師,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213529,倉敷てんげん眼科,2023,0,2023-12-05,訪問,,院長,岡安隆,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501022,渡辺クリニック,2023,0,2023-12-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510262,斎藤内科消化器科,2023,0,2023-12-05,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510288,武田耳鼻咽喉科医院,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510387,猪木医院,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510411,さなだ耳鼻咽喉科医院,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510437,永山眼科クリニック,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510452,おぐるすハートクリニック内科循環器呼吸器科,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510460,はらだ眼科,2023,0,2023-12-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0207125,寒川医院,2023,0,2023-12-07,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501204,さとう消化器肛門外科,2023,0,2023-12-07,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2700747,白神医院,2023,0,2023-12-07,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710126,福嶋医院,2023,0,2023-12-07,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710167,よりしま中西医院,2023,0,2023-12-07,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2700663,くにもと内科小児科医院,2023,0,2023-12-08,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710050,鴨方第一内科クリニック,2023,0,2023-12-08,訪問,,副院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710068,田中眼科医院,2023,0,2023-12-08,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710118,なかむら眼科,2023,0,2023-12-08,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710209,たけ耳鼻咽喉科医院,2023,0,2023-12-08,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710233,にいつクリニック,2023,0,2023-12-08,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
1600021,さかの整形外科,2023,0,2023-12-11,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
1600054,すくすくこどもクリニック,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
1610020,上田内科クリニック,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2700770,高山医院,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710076,ナガヒロ医院,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710159,ほかま医院,2023,0,2023-12-11,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710217,鴨方整形外科,2023,0,2023-12-11,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710225,鴨方クリニック,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710241,にいつ耳鼻咽喉科医院,2023,0,2023-12-11,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0203983,宮尾整形外科医院,2023,0,2023-12-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211192,小野内科医院,2023,0,2023-12-12,訪問,,看護師,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211994,鴨井医院,2023,0,2023-12-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212083,タナベ内科医院,2023,0,2023-12-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212166,ゆのき医院,2023,0,2023-12-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212604,鳥越整形外科医院,2023,0,2023-12-12,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213081,新倉敷ピーチクリニック,2023,0,2023-12-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213438,きむら眼科,2023,0,2023-12-12,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0205178,たかはし医院,2023,0,2023-12-13,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0207018,かわかみこどもクリニック,2023,0,2023-12-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0210897,新倉敷メディカルスクエア,2023,0,2023-12-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211184,のぞみキッズクリニック,2023,0,2023-12-13,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211440,山下整形外科医院,2023,0,2023-12-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211846,かわたクリニック,2023,0,2023-12-13,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213354,玉島南眼科,2023,0,2023-12-13,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0210749,水島協同病院,2023,0,2023-12-14,訪問,,院長,,,地域医療連携室,小野,福倉先生、難波係長,放射線科PR活動,,地域医療連携室
0203280,ヤスハラ医院,2023,0,2023-12-15,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0204973,当真内科医院,2023,0,2023-12-15,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0205103,守屋おさむクリニック,2023,0,2023-12-15,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211143,中塚医院,2023,0,2023-12-15,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211473,守谷整形外科医院,2023,0,2023-12-15,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212059,勇崎内科胃腸科医院,2023,0,2023-12-15,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212208,いなだ医院,2023,0,2023-12-15,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212737,山岡医院,2023,0,2023-12-15,訪問,,副院長,山岡　俊彦,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213347,みつおかクリニック,2023,0,2023-12-15,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710217,鴨方整形外科,2023,0,2023-12-15,訪問,,受付,,,地域医療連携室,小野,,附属病院の予約票・診療情報提供書の一式を配布,,地域医療連携室
0204411,植田医院,2023,0,2023-12-18,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0204940,石医院,2023,0,2023-12-18,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0205608,仁科小児科内科医院,2023,0,2023-12-18,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211267,植村眼科医院,2023,0,2023-12-18,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211317,藤田医院,2023,0,2023-12-18,訪問,,看護師,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211648,古城耳鼻咽喉科医院,2023,0,2023-12-18,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211762,のぞみクリニック,2023,0,2023-12-18,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211739,西原内科循環器科,2023,0,2024-01-10,訪問,,副院長,"藤原 敦史",,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0510288,武田耳鼻咽喉科医院,2023,0,2024-01-10,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0800937,みやした内科医院,2023,0,2024-01-10,訪問,,受付,,,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0810175,友野内科医院,2023,0,2024-01-10,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810282,平川内科クリニック,2023,0,2024-01-10,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810324,ふじかわ眼科,2023,0,2024-01-10,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0207141,つばめクリニック,2023,0,2024-01-17,訪問,,院長,森田倫正,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0800937,みやした内科医院,2023,0,2024-01-17,訪問,,院長,,,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0810282,平川内科クリニック,2023,0,2024-01-17,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810282,平川内科クリニック,2023,0,2024-01-19,訪問,,院長,,,地域医療連携室,小野,難波係長,吉備医師会学術講演会について,,地域医療連携室
0207141,つばめクリニック,2023,0,2024-01-20,訪問,,院長,森田倫正,"理学療法士 山本鉄大主任　他3名",地域医療連携室,小野,村上課長補佐,新規開院の内覧会参加,,地域医療連携室
0207091,よこやま内科・循環器内科,2023,0,2024-01-22,訪問,,院長,,受付,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0810514,しおつか泌尿器科クリニック,2023,0,2024-01-23,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0212026,西原眼科,2023,0,2024-01-24,訪問,,院長,"西原 浩美",,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213073,まんだい眼科,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213172,岡皮膚科医院,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810175,友野内科医院,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810324,ふじかわ眼科,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2600723,木村眼科,2023,0,2024-01-24,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2610128,木村医院,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2610144,河原内科医院,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2610177,ふじい整形外科,2023,0,2024-01-24,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0114537,ふくだ医院,2023,0,2024-01-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0800887,きび皮膚科形成外科クリニック,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0800986,きびじ整形外科・内科・リハビリクリニック,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810266,松尾皮膚科医院,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810316,すぎもと眼科医院,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2610102,岡ハートクリニック,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2800364,小塚医院,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810066,山縣内科医院,2023,0,2024-01-26,訪問,,院長,,看護師,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810074,おぐら整形外科医院,2023,0,2024-01-26,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810090,あゆみクリニック,2023,0,2024-01-26,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0205715,田宮眼科医院,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212513,安田皮フ科クリニック,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212687,ふじおか形成外科・美容外科,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212695,藤本整形外科,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0700475,平木眼科医院,2023,0,2024-01-30,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710086,井原第一クリニック,2023,0,2024-01-30,訪問,,院長,,事務職員,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710136,森本整形外科医院,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710151,ほそや医院,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710185,タカヤクリニック,2023,0,2024-01-30,訪問,,看護師,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710193,前谷内科クリニック,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810058,筒井医院,2023,0,2024-01-30,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212570,山内産婦人科クリニック,2023,0,2024-02-01,訪問,,受付,,,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0206010,佐藤皮膚科,2023,0,2024-02-02,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0206028,佐藤眼科,2023,0,2024-02-02,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213073,まんだい眼科,2023,0,2024-02-02,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710086,井原第一クリニック,2023,0,2024-02-02,訪問,,受付,,,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0710102,大山眼科,2023,0,2024-02-02,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211606,江口眼科クリニック,2023,0,2024-02-05,訪問,,院長,,看護師,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212489,秋定クリニック,2023,0,2024-02-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213388,ながしま形成外科クリニック,2023,0,2024-02-05,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810066,山縣内科医院,2023,0,2024-02-05,訪問,,看護師,,受付,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0213172,岡皮膚科医院,2023,0,2024-02-06,訪問,,受付,,,地域医療連携室,小野,,附属病院の予約票・診療情報提供書の一式を配布,,地域医療連携室
0510437,永山眼科クリニック,2023,0,2024-02-06,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510460,はらだ眼科,2023,0,2024-02-06,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2810082,三宅医院,2023,0,2024-02-06,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2900149,山成医院,2023,0,2024-02-06,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2910015,河合医院,2023,0,2024-02-06,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
8900432,井原市立美星国保診療所,2023,0,2024-02-06,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0206861,森整形外科リハビリクリニック,2023,0,2024-02-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0206879,もり小児科・耳鼻咽喉科クリニック,2023,0,2024-02-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510270,平山内科整形外科クリニック,2023,0,2024-02-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0700483,青木内科,2023,0,2024-02-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0700491,井原腎泌尿器科クリニック,2023,0,2024-02-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710045,きのこ診療所,2023,0,2024-02-09,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0710052,長尾整形外科リハビリテーション科,2023,0,2024-02-09,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501022,渡辺クリニック,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501063,木野山医院,2023,0,2024-02-14,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0501204,さとう消化器肛門外科,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510288,武田耳鼻咽喉科医院,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510338,小田内科医院,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510387,猪木医院,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510411,さなだ耳鼻咽喉科医院,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710118,なかむら眼科,2023,0,2024-02-14,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0204148,津田眼科医院,2023,0,2024-02-16,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0206804,三浦皮膚科医院,2023,0,2024-02-16,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212364,稲垣医院,2023,0,2024-02-16,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212620,松本眼科医院,2023,0,2024-02-16,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213420,あかつか眼科クリニック,2023,0,2024-02-16,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0510452,おぐるすハートクリニック内科循環器呼吸器科,2023,0,2024-02-16,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710068,田中眼科医院,2023,0,2024-02-16,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0206804,三浦皮膚科医院,2023,0,2024-02-19,訪問,,院長,,,地域医療連携室,小野,,オンライン予約システムの案内,,地域医療連携室
0211846,かわたクリニック,2023,0,2024-02-21,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213354,玉島南眼科,2023,0,2024-02-21,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
1610020,上田内科クリニック,2023,0,2024-02-21,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2700663,くにもと内科小児科医院,2023,0,2024-02-21,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710100,礒川内科医院,2023,0,2024-02-21,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710126,福嶋医院,2023,0,2024-02-21,訪問,,副院長,福嶋　真弥,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
2710233,にいつクリニック,2023,0,2024-02-21,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0810282,平川内科クリニック,2023,0,2024-02-26,訪問,,院長,,,地域医療連携室,小野,,講演会の案内,,地域医療連携室
0211002,まさよし内科小児科クリニック,2023,0,2024-02-27,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211416,雨宮医院,2023,0,2024-02-27,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211499,みやけ内科小児科医院,2023,0,2024-02-27,訪問,,看護師,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0211655,高橋内科医院,2023,0,2024-02-27,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212380,吉田内科クリニック,2023,0,2024-02-27,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212935,倉敷廣済クリニック,2023,0,2024-02-27,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0212992,みやけ眼科,2023,0,2024-02-27,訪問,,院長,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213222,多田皮膚科医院,2023,0,2024-02-27,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
0213305,えぐち耳鼻咽喉科,2023,0,2024-02-27,訪問,,受付,,,地域医療連携室,小野,,病診連携に関する挨拶,,地域医療連携室
8903089,岡山市立市民病院,2023,0,2024-02-27,訪問,,"外科 主任医長",池田宏国,地域医療支援課　兒子愛子課長,地域医療連携室,小野,勝井先生,放射線科PR活動,,地域医療連携室
0112960,中山医院,2023,0,2024-03-05,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0115955,なかむら耳鼻咽喉科,2023,0,2024-03-05,訪問,,院長,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0800887,きび皮膚科形成外科クリニック,2023,0,2024-03-05,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810100,杉本クリニック,2023,0,2024-03-05,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810282,平川内科クリニック,2023,0,2024-03-05,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810423,パーク統合クリニック,2023,0,2024-03-05,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810472,高杉こどもクリニック,2023,0,2024-03-05,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810480,藤井クリニック,2023,0,2024-03-05,訪問,,受付,,,地域医療連携室,小野,,連携を深める会欠席のため挨拶訪問,,地域医療連携室
0810498,あさのクリニック,2023,0,2024-03-05,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810514,しおつか泌尿器科クリニック,2023,0,2024-03-05,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0800853,くにとみクリニック,2023,0,2024-03-06,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0800937,みやした内科医院,2023,0,2024-03-06,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0800978,こころ診療所,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0800986,きびじ整形外科・内科・リハビリクリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810159,谷向内科,2023,0,2024-03-06,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810175,友野内科医院,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810183,薬師寺医院,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810191,泉クリニック,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810225,三宅内科小児科医院,2023,0,2024-03-06,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810241,やまもと医院,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810266,松尾皮膚科医院,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810324,ふじかわ眼科,2023,0,2024-03-06,訪問,,受付,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
0810357,服部耳鼻咽喉科医院,2023,0,2024-03-06,訪問,,院長,,,地域医療連携室,小野,,吉備医師会学術講演会について,,地域医療連携室
